Time,xPos,yPos,zPos,u,w,q,theta,Elevator Angle
0,-7.714551165,-0.051180516,1.519772912,0,0,0,0,0
0.008401871,-7.714443265,-0.051139295,1.51971679,-0.061521741,-0.109693075,0.037905648,0.03443885,3.591963164
0.016439915,-7.714315344,-0.051242159,1.51978874,-0.069274257,-0.125689482,0.123920654,0.035471522,4.323032837
0.025135994,-7.714218804,-0.051367477,1.519865448,-0.066673901,-0.136003838,0.111860228,0.036403691,4.307095327
0.03333807,-7.714173966,-0.051275784,1.519780114,-0.061993177,-0.132818213,0.034116688,0.036687996,3.768331565
0.041697025,-7.714149115,-0.051216105,1.51972602,-0.035925912,-0.044881692,-0.02380013,0.036489662,3.15314419
0.050039053,-7.714142111,-0.051224985,1.519726631,-0.039661366,-0.078749238,-0.200583007,0.034818137,1.841349804
0.058444977,-7.714197277,-0.050921363,1.51949502,-0.021240613,-0.028952656,-0.355411918,0.031856371,0.395360512
0.066847086,-7.714239222,-0.050724763,1.519356341,-0.011111968,-0.003839636,-0.441049232,0.028180961,-0.574415649
0.076006889,-7.714243377,-0.05081645,1.519441409,-0.001219665,0.020392494,-0.47636202,0.024211277,-1.222806959
0.083324909,-7.714269293,-0.050786346,1.519442808,0.003599754,0.016937145,-0.605468398,0.019165707,-2.559410758
0.091868877,-7.714313434,-0.050719497,1.519386883,0.003493459,0.000969809,-0.66589536,0.013616579,-3.432106021
0.099951029,-7.714369825,-0.050727718,1.519393896,0.002077041,-0.000921593,-0.784825661,0.007076365,-4.786311173
0.108444929,-7.71441699,-0.050821653,1.519459291,0.016395615,0.083870322,-0.842342745,5.68E-05,-5.89744874
0.116711855,-7.714519428,-0.050648413,1.519326561,0.001481798,0.018635436,-0.830167122,-0.006861217,-6.274040744
0.125355005,-7.714673172,-0.050321788,1.519070571,0.000301727,0.02839638,-0.851117308,-0.013953861,-7.010997443
0.133255005,-7.714814743,-0.050066151,1.518889705,0.009357378,0.075987044,-0.831403518,-0.020882224,-7.536810347
0.141717911,-7.714933861,-0.04993513,1.518796755,0.001489009,0.055336728,-0.84455714,-0.0279202,-8.160510716
0.150062084,-7.715009551,-0.050076884,1.518921082,-0.005411825,0.053901618,-0.856187445,-0.035055095,-8.796399179
0.158587933,-7.715111083,-0.050070126,1.518921675,-0.007136528,0.128661699,-0.896531915,-0.042526195,-9.722756784
0.166542053,-7.715157168,-0.050332225,1.519125562,-0.031930914,0.044185516,-0.79323697,-0.049136503,-9.379557329
0.174825907,-7.715241549,-0.050534067,1.51929734,-0.019293059,0.210922277,-0.69811596,-0.054954136,-9.370456641
0.183147907,-7.715410956,-0.050330787,1.519124388,-0.046188474,0.123959139,-0.637643511,-0.060267832,-9.19680729
0.191972017,-7.715599017,-0.050199835,1.519005967,-0.06240726,0.135212101,-0.537087705,-0.064743563,-8.788368301
0.20025897,-7.715698949,-0.050599105,1.519325838,-0.066948866,0.221410138,-0.480612609,-0.068748668,-8.747986673
0.208344936,-7.715846619,-0.050746588,1.519458462,-0.078003511,0.218879905,-0.30469897,-0.071287826,-7.687550045
0.216523886,-7.716007514,-0.050682154,1.519420517,-0.090916279,0.231634419,-0.212648201,-0.073059894,-7.131248707
0.225280046,-7.716178635,-0.050551429,1.519316883,-0.110136705,0.170964419,-0.056105998,-0.073527444,-5.95233133
0.233349085,-7.716316826,-0.050576396,1.519343915,-0.160254614,-0.061394209,0.031520177,-0.073264776,-4.914292713
0.241910934,-7.716398283,-0.050751217,1.519453198,-0.117002388,0.33340663,0.063568088,-0.072735042,-5.094493255
0.433281898,-7.725550355,-0.010611066,1.485708669,-0.137144118,0.264662651,0.121398691,-0.071723386,-4.457094443
0.791575909,-7.725749375,-0.007511111,1.478672169,-0.124531079,0.432261387,0.191197618,-0.070130073,-3.997853304
1.291809082,-7.708140534,-0.072838307,1.4673623,-0.177380231,0.191600993,0.173695613,-0.068682609,-3.558517215
1.299911976,-7.708616198,-0.072708489,1.466237277,-0.178809682,0.312326733,0.118942455,-0.067691422,-3.893263883
1.308678865,-7.708901737,-0.073089462,1.46585259,-0.261882777,-0.121425398,0.192998104,-0.066083105,-2.539813721
1.317312002,-7.709209203,-0.072955656,1.465185239,-0.164069473,0.593734663,0.230895103,-0.064158979,-3.045417133
1.325197935,-7.709378434,-0.073164832,1.464938451,-0.227956928,0.291118369,0.231874846,-0.062226688,-2.342428327
1.333539963,-7.709470095,-0.073370693,1.464903858,-0.24827882,0.205274571,0.26915174,-0.059983757,-1.733455176
1.341764927,-7.70948437,-0.07361054,1.465073499,-0.257434607,0.250857743,0.315322026,-0.057356074,-1.158742896
1.350130081,-7.709457083,-0.073693127,1.465215191,-0.268811902,0.244193166,0.368197514,-0.054287761,-0.464356153
1.358408928,-7.709428083,-0.073618777,1.465223669,-0.284060318,0.187192224,0.421631802,-0.050774163,0.317594176
1.366627932,-7.709410721,-0.07351329,1.465216111,-0.27831619,0.248661069,0.452427905,-0.04700393,0.782615301
1.375932932,-7.70927413,-0.074217672,1.465915038,-0.294352923,0.193940567,0.477149886,-0.043027681,1.411037299
1.383432865,-7.709260717,-0.074186477,1.466070245,-0.295793617,0.21439932,0.521448543,-0.038682276,2.079886587
1.391548872,-7.709254901,-0.074171985,1.466306824,-0.298233433,0.233281176,0.531670029,-0.034251693,2.529749572
1.40030098,-7.709163717,-0.074526833,1.466938283,-0.324868491,0.140046793,0.500955533,-0.030077063,2.879062498
1.408267021,-7.70913844,-0.074477504,1.467398896,-0.330504771,0.155208981,0.565984217,-0.025360528,3.749658077
1.416560888,-7.709167768,-0.074177983,1.467849381,-0.323728732,0.204292225,0.527359316,-0.020965867,3.791205777
1.424870014,-7.709181604,-0.074394792,1.468923121,-0.323456738,0.216950971,0.485773026,-0.016917759,3.840112181
1.433289051,-7.709429288,-0.07342805,1.469303958,-0.331062093,0.190299435,0.449913273,-0.013168482,3.969724042
1.441488028,-7.709493277,-0.07384045,1.471067821,-0.343844104,0.132687284,0.418632728,-0.009679875,4.154777201
1.450006962,-7.709815264,-0.073152321,1.472122122,-0.337743258,0.149005286,0.408353645,-0.006276928,4.325309831
1.458904982,-7.710261335,-0.072275055,1.473280176,-0.338230812,0.146608343,0.364886741,-0.003236206,4.287919033
1.46675086,-7.710691177,-0.072144656,1.475159227,-0.349118051,0.073200265,0.304442538,-0.000699184,4.188347649
1.474819899,-7.711209636,-0.071790952,1.477024893,-0.334890606,0.146237803,0.355413112,0.002262592,4.664950676
1.483403921,-7.71182435,-0.071418171,1.479005334,-0.331316644,0.120894307,0.278248134,0.004581326,4.320716745
1.492104053,-7.712635015,-0.070297836,1.480493612,-0.329443568,0.094341529,0.148740472,0.00582083,3.538816027
1.500056982,-7.714004338,-0.066739605,1.48008112,-0.317087554,0.100233674,0.083609517,0.006517576,3.071576653
1.508818865,-7.714774872,-0.067021437,1.482923018,-0.302519771,0.10203295,-0.071515094,0.005921617,1.867773924
1.517549038,-7.715756749,-0.066589629,1.48520477,-0.302365675,0.0498006,-0.209269719,0.004177702,0.800412642
1.525299072,-7.716539543,-0.067665718,1.488870812,-0.28944456,0.062874945,-0.303834331,0.00164575,-0.146545874
1.533699989,-7.717904649,-0.066288462,1.490565167,-0.294707062,0.016239699,-0.381436977,-0.001532892,-0.89148602
1.541804075,-7.71921527,-0.066057863,1.493262718,-0.276741051,0.056499653,-0.426826098,-0.005089776,-1.631847456
1.550082922,-7.721459682,-0.06132228,1.49239716,-0.28626973,0.016910913,-0.438468031,-0.008743676,-1.941762702
1.558568954,-7.722506888,-0.063715686,1.49742243,-0.305387085,-0.038678315,-0.431529211,-0.012339753,-2.052408838
1.566910982,-7.724251988,-0.063012395,1.499961853,-0.301484501,-0.016671075,-0.394710926,-0.015629011,-2.111438359
1.575836897,-7.726214709,-0.061388015,1.501793429,-0.304049557,0.001670546,-0.287081819,-0.018021359,-1.56828816
1.583159924,-7.728236634,-0.060131636,1.504003451,-0.303376399,0.028867555,-0.112390282,-0.018957945,-0.468089458
1.591613054,-7.730363015,-0.058755665,1.506156946,-0.329610429,-0.046097184,-0.003295429,-0.018985407,0.473613847
1.600101948,-7.732647963,-0.056742464,1.50783501,-0.27097379,0.171567438,0.19193161,-0.017385977,1.480098871
1.608530998,-7.734867338,-0.055368917,1.510013873,-0.316396204,0.006521547,0.325108124,-0.014676742,2.976767029
1.616896868,-7.737248491,-0.05345231,1.511734061,-0.314332651,-0.01660686,0.444066937,-0.010976185,4.09904921
1.625211954,-7.739642499,-0.05177201,1.513614711,-0.310155698,-0.01806983,0.552874019,-0.006368901,5.205448548
1.633611917,-7.742059747,-0.05030991,1.515642689,-0.289621542,0.033414793,0.620435803,-0.001198603,5.951098327
1.641887903,-7.744730663,-0.047960666,1.516890631,-0.295214533,-0.019517612,0.680517881,0.00447238,6.897544476
1.650268078,-7.747451186,-0.045685013,1.518253464,-0.270630697,0.01717643,0.678535594,0.010126843,7.189138725
1.658315897,-7.750112642,-0.04392542,1.520012081,-0.250097994,0.034686254,0.617792107,0.015275111,7.069986876
1.666941881,-7.752777145,-0.042269944,1.521865347,-0.242997622,-0.020539016,0.516037423,0.019575422,6.715097967
1.675572872,-7.755514874,-0.040341104,1.523487367,-0.226696662,-0.047423217,0.404083225,0.022942783,6.141707498
1.683623075,-7.758369404,-0.037816946,1.524620778,-0.200783862,-0.032551195,0.260711472,0.025115378,5.17420144
1.691993952,-7.761176082,-0.035521115,1.525880131,-0.167640202,-0.002365236,0.13254114,0.026219888,4.168658095
1.70006299,-7.763990703,-0.033191953,1.527110982,-0.161406913,-0.034087792,-0.013237179,0.026109578,3.136689142
1.708849907,-7.766899593,-0.030208753,1.527723018,-0.158000007,-0.076629772,-0.182298332,0.024590425,1.84938541
1.716598988,-7.769693099,-0.027991756,1.528935349,-0.124182156,-0.005149435,-0.330373037,0.021837316,0.360853332
1.724955082,-7.772458657,-0.025580054,1.529930142,-0.143020269,-0.107385649,-0.426169126,0.018285907,-0.430300129
1.733311892,-7.77520855,-0.022994031,1.530700328,-0.102569101,0.013550454,-0.509792244,0.014037638,-1.666987155
1.741729975,-7.777856334,-0.020489061,1.531518369,-0.122152184,-0.082017061,-0.560717033,0.009364996,-2.243733695
1.749957085,-7.780382323,-0.018155395,1.532353701,-0.107180172,-0.07264678,-0.61402501,0.004248121,-3.137247412
1.758409977,-7.782903749,-0.015409447,1.532758175,-0.112593052,-0.120897477,-0.614797932,-0.000875195,-3.518570838
1.766726017,-7.785316646,-0.012944466,1.533278163,-0.05744312,0.057230538,-0.566857307,-0.005599006,-4.01260447
1.774888039,-7.787772327,-0.010161374,1.533417258,-0.102547039,-0.143107785,-0.598404123,-0.010585707,-4.277034663
1.783931017,-7.790076077,-0.007972858,1.533899821,-0.070894203,-0.014834671,-0.602094616,-0.015603162,-4.979460092
1.791452885,-7.792460334,-0.005492199,1.534061598,8.722008158,3.867672588,100.133626,0.818843722,19
1.799963951,-7.79500901,-0.002479404,1.533770706,0.042396178,0.096097068,0.050664921,0.819265929,19
1.808507919,-7.797523245,0.000188988,1.533671061,0.080716076,0.108774835,0.069074471,0.81984155,19
1.816736937,-7.800056329,0.00264601,1.533730639,0.048409912,0.088017825,0.071125281,0.820434261,19
1.824997902,-7.802579451,0.004693692,1.534019084,0.035719107,0.065725628,-0.037339236,0.8201231,19
1.833170891,-7.805333003,0.007504676,1.533687156,0.058070727,0.057875539,-0.103399874,0.819261435,19
1.841749907,-7.80756592,0.007875298,1.535155926,-1.313301611,-15.71155896,-94.56433618,0.0312253,-19
1.850138903,-7.810201474,0.009960319,1.535248962,-0.005698543,0.006963454,-0.147266824,0.029998076,1.549523896
1.858309984,-7.812822274,0.012095105,1.535139331,-0.028965693,-0.039788125,-0.06834132,0.029428565,2.208274465
1.866824865,-7.815407811,0.014197717,1.535005213,-0.025124952,-0.008245903,-0.009721092,0.029347556,2.564588377
1.874867916,-7.817820988,0.015625467,1.535286562,0.177072221,0.699799604,0.26238713,0.031534116,3.029744595
1.883260012,-7.820280358,0.01750045,1.535112914,0.186972888,0.725317205,0.141567292,0.032713843,2.229072285
1.892374039,-7.822536947,0.018832769,1.535233206,0.243006135,0.922632836,0.177493035,0.034192952,2.160873309
1.900048971,-7.824625269,0.019904408,1.53549039,0.445617651,1.56418144,0.251590389,0.036289538,1.290192735
1.908416986,-7.826646511,0.021422161,1.535279627,-0.035008694,0.031905067,0.159377498,0.037617684,4.461993633
1.91662097,-7.828526087,0.023078427,1.534841199,-0.042971908,0.012421242,0.17727042,0.039094938,4.767285449
1.925086021,-7.830191946,0.024457832,1.534528006,-0.039318599,0.032114104,0.152775009,0.040368063,4.675277609
1.933496952,-7.831587951,0.025460783,1.534471678,-0.04185084,0.024115449,0.218145971,0.042185946,5.294866481
1.941781998,-7.832925134,0.026797817,1.534152595,-0.056274598,-0.003526374,0.232571592,0.044124042,5.659411699
1.950109959,-7.834225701,0.028542215,1.533481832,-0.047584063,0.019196833,0.255878875,0.046256366,5.933715445
1.958335876,-7.835259369,0.029470047,1.533416334,-0.041674464,0.029118116,0.169244354,0.047666736,5.418215643
1.96665287,-7.836434642,0.031430254,1.53249981,-0.054089266,-0.011827204,0.155343988,0.048961269,5.527981608
1.974936962,-7.837290886,0.03217807,1.532600721,-0.027016728,0.048680214,0.151608976,0.050224677,5.412075671
1.983366966,-7.838302375,0.033956379,1.531907743,-0.029827626,0.040618884,0.095541646,0.051020858,5.116700683
1.992001057,-7.839192963,0.035602871,1.531298564,-0.016947762,0.047995216,0.012641002,0.051126199,4.474191472
2.000614882,-7.84013212,0.037794489,1.530291907,-0.02079265,0.035632206,-0.010550205,0.051038281,4.337711804
2.008281946,-7.840608135,0.038225278,1.530771501,-0.040832855,-0.045489598,-0.048765967,0.050631898,4.203477195
2.016474009,-7.84147527,0.040747008,1.529588049,-0.011129788,0.03061041,-0.042925167,0.050274188,3.993333594
2.024970055,-7.842067912,0.0418534,1.529473659,0.00817773,0.036410607,0.029688273,0.05052159,4.386917366
2.033365011,-7.815960172,-0.066529319,1.60457409,0.006824571,0.000943013,0.017776096,0.050669725,4.341846585
2.04169488,-7.816304059,-0.066874118,1.605378986,0.014694494,0.025888545,-0.024182439,0.050468204,3.977473768
2.050148964,-7.816507751,-0.067527627,1.606489216,0.010090308,0.026519162,-0.110625066,0.049546329,3.337229572
2.058726072,-7.816769159,-0.067635797,1.607284455,0.014587074,0.04442018,-0.126779385,0.048489834,3.101733225
2.067003965,-7.816966621,-0.067319381,1.607875725,0.012125676,0.043429125,-0.125612101,0.047443066,3.037555327
2.075000048,-7.816988603,-0.066870971,1.608558592,-0.009096748,-0.004169897,-0.097915112,0.046627107,3.312613884
3.133334875,-7.823839795,0.113344685,1.477351079,-0.012479099,0.008140101,-0.085878342,0.045911454,3.350658776
3.141605854,-7.823889002,0.113420983,1.477407657,-0.003277737,0.061735058,-0.042133935,0.045560338,3.539150542
3.150085926,-7.824120522,0.114061576,1.477069131,-0.014520617,0.048204048,0.022741635,0.045749852,4.075540262
3.158330917,-7.82432779,0.114435542,1.476994301,-0.016520777,0.046469953,0.149330588,0.046994273,5.05959958
3.166703939,-7.823036788,0.107560697,1.482869589,-0.021584339,0.044282661,0.263883383,0.049193301,6.061112564
3.174898863,-7.821677211,0.100223653,1.488961627,-0.030784835,0.042946113,0.341620783,0.052040141,6.890932317
3.183383942,-7.819916189,0.090763111,1.496714969,-0.037607094,0.016719158,0.406280898,0.055425815,7.672505629
3.191788912,-7.816678078,0.07443422,1.509875963,-0.017273248,0.084749299,0.396364823,0.058728856,7.725056177
3.199892044,-7.81697961,0.07477497,1.510130679,-0.024634453,0.071089841,0.379058656,0.061887678,7.924718331
3.209054947,-7.817341481,0.075218856,1.510220114,-0.039416982,0.022414377,0.389093411,0.065130123,8.380395091
3.216712952,-7.81767967,0.07546434,1.51047429,-0.020532492,0.068906696,0.319692619,0.067794228,7.990737475
3.225240946,-7.818036592,0.075789718,1.510660365,-0.021705471,0.070576679,0.279678048,0.070124878,7.919756869
3.233516932,-7.818503794,0.076474039,1.510610322,-0.039639737,0.029302578,0.264770314,0.072331298,8.134228125
3.241926908,-7.818907301,0.076885087,1.510751789,-0.03473771,0.044905322,0.200789485,0.074004543,7.799689191
3.250051975,-7.819265755,0.077071638,1.510977616,-0.022749566,0.081480646,0.172460847,0.075441717,7.63547509
3.258547068,-7.819711136,0.077711299,1.510857114,-0.029609736,0.056436164,0.170759723,0.076864715,7.797638474
3.266661882,-7.819956357,0.077690608,1.511250968,-0.051298678,-0.000803894,0.162321611,0.078217395,8.015104936
3.275402069,-7.82022186,0.077794022,1.511576342,-0.032239112,0.05015282,0.150837243,0.079474372,7.900212657
3.283489943,-7.820383346,0.077603503,1.511968562,-0.028850721,0.063275356,0.166186682,0.080859261,8.094720053
3.292041063,-7.820571541,0.077587005,1.512256271,-0.008080045,0.110685158,0.1806563,0.08236473,8.169071052
3.300225019,-7.820892193,0.078452214,1.511860455,-0.059292885,-0.022637756,0.144951903,0.083572663,8.406693189
3.30843401,-7.820997643,0.078383369,1.512110559,-0.031482271,0.039352004,0.104376266,0.084442465,8.000347671
3.316645861,-7.820944905,0.078124455,1.512417035,-0.034866901,0.029660438,0.090517305,0.085196776,7.99452122
3.325126886,-7.820888505,0.078122202,1.512427764,-0.024466183,0.068843834,0.142135116,0.086381235,8.364816451
3.333463907,-7.82077709,0.077840527,1.512649404,-0.031032065,0.051471302,0.137182455,0.087524422,8.47599902
3.341777086,-7.820704052,0.077701457,1.512874291,-0.055026762,-0.015991648,0.166973986,0.088915872,8.977218392
3.350121021,-7.820600578,0.077421254,1.513249916,-0.021763352,0.083566551,0.210772229,0.090672307,9.172026697
3.358336926,-7.820516809,0.077120042,1.51361621,-0.043116287,0.02726584,0.213890016,0.092454724,9.502185526
3.366810083,-7.820590913,0.077377305,1.513577965,-0.028638394,0.074940464,0.231627695,0.094384955,9.674108165
3.375012875,-7.820697909,0.077498945,1.513640955,-0.051258379,0.017931772,0.265625476,0.096598501,10.26007718
3.383344889,-7.820748626,0.077057833,1.514153636,-0.054920882,0.023171139,0.275659373,0.098895662,10.54277354
3.391798973,-7.820887876,0.07669958,1.514549382,-0.043419579,0.062284084,0.281088187,0.101238064,10.68762585
3.400188923,-7.821043589,0.076309454,1.514929737,-0.032898114,0.097974824,0.263033443,0.103430009,10.66681878
3.408761978,-7.821241387,0.075982018,1.515289468,-0.071091538,0.019103823,0.314586345,0.106051562,11.5147096
3.416785002,-7.821516196,0.075775884,1.515633523,-0.051131145,0.070122402,0.327449392,0.108780307,11.68452801
3.425139904,-7.821836825,0.075869724,1.515755274,-0.064945971,0.047279055,0.324964732,0.111488346,11.99225422
3.433350086,-7.822021974,0.075217416,1.516451852,-0.07353125,0.020738664,0.387856162,0.114720481,12.76003602
3.441787004,-7.822263508,0.07472159,1.517030437,-0.060205989,0.054099413,0.391300282,0.117981316,12.9596222
3.450182915,-7.822603443,0.074791142,1.517195449,-0.043483358,0.083302389,0.363455609,0.121010113,12.90607066
3.458426952,-7.822813053,0.074292899,1.517756761,-0.058336781,0.043524865,0.358876924,0.124000754,13.23715865
3.466820002,-7.823034697,0.073735768,1.518330781,-0.081468658,-0.022442397,0.342486727,0.12685481,13.53943448
3.475054979,-7.823381811,0.07369262,1.518550458,-0.040078898,0.078390729,0.261536319,0.12903428,12.86474015
3.483665943,-7.823698168,0.073452463,1.518902242,-0.058637646,0.03182344,0.25694061,0.131175451,13.1505005
3.492189884,-7.823938385,0.072772964,1.519565027,-0.0567883,0.022398157,0.203656906,0.132872592,12.92125556
3.499991894,-7.824220518,0.072359795,1.520014992,-0.062082347,-0.011689601,0.184348316,0.134408828,12.96657788
3.508419037,-7.824646177,0.072597274,1.51997491,-0.026493651,0.042419458,0.111696408,0.135339632,12.30042692
3.516752958,-7.824947169,0.072245268,1.520370202,-0.028518452,0.0265323,0.011610828,0.135436389,11.64352763
3.524955034,-7.825229396,0.071751158,1.520876355,-0.025097472,0.024124367,-0.107687802,0.13453899,10.73140752
3.533459902,-7.825372387,0.070734218,1.521790065,-0.04374488,-0.018445235,-0.17551802,0.13307634,10.28014816
3.541800976,-7.825849022,0.071220801,1.521560829,-0.018922853,0.043736128,-0.233578767,0.13112985,9.535927264
3.550366879,-7.826138098,0.070989452,1.521865467,-0.032498622,-0.016191562,-0.265458374,0.128917697,9.243196069
3.558549881,-7.826448635,0.070905447,1.522087016,-0.021423272,0.002373373,-0.297688697,0.126436958,8.736203993
3.56683898,-7.826701255,0.070437935,1.522640986,-0.016637259,0.011472592,-0.442351471,0.122750696,7.402298761
3.575308084,-7.826996359,0.070140566,1.523045666,0.012838289,0.070487207,-0.440577433,0.119079217,6.894369402
3.583781004,-7.82744127,0.070628548,1.52287221,-0.033630339,-0.049852768,-0.508090932,0.114845126,6.420965385
3.591837883,-7.827684943,0.070077837,1.523549315,-0.014423624,-0.000761267,-0.473319634,0.110900796,6.184738141
3.600141048,-7.828063688,0.070108383,1.523742388,-0.008657304,0.018031422,-0.479796297,0.106902493,5.759535448
3.608375072,-7.828360135,0.069623786,1.524341621,-0.016831775,-0.010827647,-0.481764436,0.10288779,5.47224847
3.617389917,-7.82879971,0.069782203,1.524449157,-0.019610964,-0.007857762,-0.472125979,0.098953407,5.223320108
3.625025988,-7.829274212,0.069907047,1.524596118,0.008508517,0.069370403,-0.501849613,0.094771326,4.457547243
3.633406878,-7.829686646,0.069622676,1.525075926,-0.020452305,-0.017378531,-0.482651314,0.090749232,4.470416986
3.642452002,-7.830043627,0.068930983,1.525859715,-0.015687818,0.010002793,-0.415258089,0.087288748,4.598383979
3.650034904,-7.83064958,0.069205071,1.525955309,0.004401495,0.076183847,-0.403231104,0.083928489,4.242712567
3.658390045,-7.831136595,0.068910882,1.526489949,-0.044046101,-0.047236825,-0.362478376,0.080907836,4.625865925
3.666647911,-7.831718286,0.068842213,1.526821281,-0.050123391,-0.05124383,-0.301651394,0.078394074,4.87044849
3.675091982,-7.832346801,0.069067985,1.526922825,-0.002835765,0.089391402,-0.318600413,0.075739071,4.17236473
3.683600903,-7.832898096,0.068912329,1.527311463,-0.020642644,0.04015788,-0.263633372,0.073542126,4.497002721
3.691715002,-7.833341606,0.068382213,1.527956831,-0.043970105,-0.009747447,-0.222716251,0.071686157,4.789237787
3.700212002,-7.833868874,0.068283472,1.528256626,-0.030363427,0.027537139,-0.227472655,0.069790552,4.495357598
3.708745003,-7.834518664,0.068927269,1.527985217,-0.025655699,0.03799195,-0.184337045,0.06825441,4.627026086
3.716650009,-7.834933937,0.068410608,1.528590066,-0.046786162,-0.003811755,-0.126773227,0.067197966,5.083069541
3.725044012,-7.835453073,0.06846508,1.528789068,-0.041444957,0.01959379,-0.12685196,0.066140866,4.94978788
3.733407974,-7.835946866,0.068597121,1.528911379,-0.042938486,0.018410313,-0.125439946,0.065095534,4.881399791
3.741918087,-7.836446499,0.069095201,1.528745516,-0.05830077,-0.015688732,-0.024801652,0.064888853,5.66398066
3.750166893,-7.836712956,0.06890168,1.52906599,-0.040304505,0.054266298,-0.055333648,0.064427739,5.272629852
3.758534908,-7.836978287,0.068843865,1.529252979,-0.060396351,0.000579602,0.03431773,0.06471372,6.059786204
3.766692877,-7.837212509,0.068779562,1.529424145,-0.064519428,-0.011756437,0.073281037,0.065324396,6.409034016
3.7751019,-7.837553431,0.069202974,1.529223425,-0.05574999,0.040437734,0.090097389,0.066075207,6.509356309
3.783460855,-7.837757424,0.068938177,1.529564145,-0.078620367,-0.029874352,0.112974178,0.067016659,6.919573671
3.791876078,-7.838008652,0.069237925,1.529395518,-0.05350582,0.038730191,0.140459461,0.068187154,7.018223291
3.80014205,-7.838188248,0.069296077,1.529392626,-0.057908,0.045377253,0.181862009,0.069702671,7.453785451
3.808979988,-7.838337555,0.069197631,1.529470536,-0.075316704,-0.006198317,0.209472729,0.071448277,7.921534847
3.817427874,-7.838301108,0.06844223,1.530066479,-0.06905668,0.02939157,0.229898252,0.073364096,8.167594157
3.82526803,-7.838531908,0.069079526,1.529621661,-0.058260286,0.064796596,0.226384097,0.07525063,8.218957059
3.83368206,-7.838650664,0.069165438,1.529602054,-0.097232497,-0.036087551,0.257776904,0.077398771,8.903580267
3.841777086,-7.838738429,0.069065557,1.52974376,-0.070133651,0.034697652,0.250635907,0.079487403,8.829170803
3.850157022,-7.838868685,0.069268872,1.529639601,-0.080514537,0.009323146,0.227893796,0.081386518,8.909745836
3.8583529,-7.839024841,0.069445663,1.529558295,-0.084154698,-0.009176649,0.254109678,0.083504099,9.298230902
3.8668859,-7.839008959,0.068750599,1.530140497,-0.056588497,0.059565058,0.208498808,0.085241589,8.929047503
3.875143051,-7.839165569,0.06901342,1.529980826,-0.06830466,0.023130791,0.193072215,0.086850524,9.048468069
3.883579969,-7.83930307,0.069029986,1.530052468,-0.07176096,0.014229379,0.186274807,0.088402814,9.158202958
3.891860962,-7.839319741,0.068351484,1.530688174,-0.056297271,0.049217761,0.120753427,0.089409093,8.68211761
